datetime,price,demand,biomass,coal,gas,hydro,nuclear ,solar,wind,dutch,french,irish,pumped
2016-11-19 17:30:00,175.0,45.318,1.841,6.709,21.535,0.841,8.211,0.0,2.761,0.999,1.496,-0.374,1.299
2016-11-19 18:00:00,180.0,44.861,1.88,6.725,21.333,0.829,8.21,0.0,2.682,1.012,1.496,-0.329,1.023
2016-11-19 18:30:00,90.0,43.862,1.899,6.558,21.13,0.671,8.215,0.0,2.698,1.011,1.496,-0.187,0.371
2016-11-19 19:00:00,75.0,42.75,1.895,5.487,20.895,0.509,8.216,0.0,2.86,1.0,1.496,-0.05,0.442
2016-11-19 19:30:00,51.79,41.43,1.895,4.521,20.594,0.464,8.216,0.0,2.927,1.0,1.496,-0.069,0.386
2016-11-19 20:00:00,50.0,40.497,1.893,3.846,20.301,0.418,8.219,0.0,3.04,0.999,1.476,-0.022,0.327
2016-11-19 20:30:00,45.91,38.835,1.894,3.265,19.333,0.409,8.214,0.0,2.852,1.0,1.485,-0.089,0.472
2016-11-19 21:00:00,47.1,37.485,1.887,2.729,19.942,0.3,8.214,0.0,2.214,1.0,0.697,-0.097,0.599
2016-11-19 21:30:00,45.1,35.883,1.875,2.11,19.395,0.283,8.213,0.0,2.08,1.0,0.609,-0.1,0.418
2016-11-19 22:00:00,44.46,34.454,1.883,1.779,17.268,0.279,8.215,0.0,2.343,0.999,1.33,-0.043,0.401
2016-11-19 22:30:00,38.5,33.211,1.85,1.765,15.63,0.277,8.212,0.0,2.887,0.999,1.334,0.038,0.219
2016-11-19 23:00:00,38.5,31.519,1.872,1.797,13.622,0.262,8.113,0.0,3.262,1.0,1.438,0.168,-0.015
2016-11-19 23:30:00,42.82,30.507,1.866,1.562,12.731,0.261,8.003,0.0,3.423,1.0,1.445,0.231,-0.015
2016-11-20 00:00:00,42.0,30.005,1.864,1.505,12.201,0.262,8.002,0.0,3.48,0.999,1.444,0.259,-0.011
2016-11-20 00:30:00,38.0,30.208,1.86,1.486,12.612,0.258,7.998,0.0,3.439,1.0,1.445,0.297,-0.187
2016-11-20 01:00:00,38.2,29.734,1.852,1.507,12.602,0.228,8.001,0.0,3.614,0.999,1.492,0.298,-0.859
2016-11-20 01:30:00,45.0,28.976,1.836,1.493,12.189,0.226,8.007,0.0,3.78,0.999,1.496,0.29,-1.34
2016-11-20 02:00:00,35.0,28.289,1.891,1.529,11.486,0.208,8.052,0.0,3.985,0.999,1.495,0.228,-1.584
2016-11-20 02:30:00,38.5,27.897,1.918,1.501,10.985,0.209,8.173,0.0,4.06,1.0,1.495,0.178,-1.622
2016-11-20 03:00:00,35.0,27.272,1.921,1.399,10.174,0.208,8.21,0.0,4.419,0.999,1.496,0.064,-1.618
2016-11-20 03:30:00,35.0,26.604,1.919,1.364,9.256,0.207,8.215,0.0,4.703,1.0,1.498,0.052,-1.61
2016-11-20 04:00:00,30.39,26.241,1.915,1.446,9.426,0.207,8.22,0.0,4.899,1.0,0.755,-0.026,-1.601
2016-11-20 04:30:00,19.96,25.854,1.915,1.385,9.055,0.205,8.21,0.0,5.007,0.999,0.697,-0.03,-1.589
2016-11-20 05:00:00,21.21,25.92,1.915,1.356,9.032,0.237,8.207,0.0,5.091,0.822,0.704,0.124,-1.568
2016-11-20 05:30:00,19.76,26.189,1.914,1.371,9.309,0.239,8.209,0.0,4.96,0.802,0.703,0.245,-1.563
2016-11-20 06:00:00,19.76,27.061,1.929,1.372,10.075,0.239,8.213,0.0,4.817,0.993,0.706,0.266,-1.549
2016-11-20 06:30:00,26.91,27.626,1.912,1.449,10.816,0.244,8.209,0.0,4.499,1.0,0.66,0.231,-1.394
2016-11-20 07:00:00,26.91,28.604,1.866,1.506,11.217,0.291,8.21,0.0,4.222,1.02,1.002,0.086,-0.816
2016-11-20 07:30:00,26.5,29.172,1.867,1.446,11.457,0.285,8.205,0.024,3.997,1.026,1.002,0.085,-0.222
2016-11-20 08:00:00,27.0,31.06,1.925,1.508,12.696,0.285,8.21,0.128,3.893,1.001,1.001,0.136,0.277
2016-11-20 08:30:00,36.0,33.273,1.938,1.55,14.442,0.299,8.207,0.326,3.887,1.022,1.002,0.146,0.454
2016-11-20 09:00:00,36.59,35.253,1.949,1.935,15.808,0.396,8.207,0.53,3.701,1.001,0.884,0.166,0.675
2016-11-20 09:30:00,38.0,35.969,1.949,2.21,17.002,0.385,8.119,0.651,3.746,1.006,0.0,0.124,0.757
2016-11-20 10:00:00,39.0,37.512,1.941,2.618,17.711,0.434,7.999,0.816,3.789,1.036,0.0,0.048,1.12
2016-11-20 10:30:00,40.86,38.355,1.905,2.829,18.256,0.531,7.998,0.979,3.9,0.99,0.0,0.209,0.758
2016-11-20 11:00:00,42.54,39.062,1.886,3.175,18.729,0.561,7.999,1.06,3.932,1.0,0.0,0.197,0.523
2016-11-20 11:30:00,47.51,39.702,1.93,3.453,19.043,0.527,8.006,1.18,3.895,1.0,0.0,0.076,0.592
2016-11-20 12:00:00,52.0,40.302,1.928,3.507,19.384,0.532,8.069,1.14,3.823,0.999,0.0,-0.027,0.947
2016-11-20 12:30:00,57.5,40.475,1.933,3.624,19.718,0.477,8.193,1.04,3.77,0.999,0.0,-0.166,0.887
2016-11-20 13:00:00,57.67,40.278,1.933,3.676,20.007,0.347,8.213,0.848,3.596,1.0,0.0,-0.067,0.725
2016-11-20 13:30:00,48.75,40.255,1.933,3.831,20.029,0.337,8.221,0.637,3.715,0.99,0.0,-0.066,0.628
2016-11-20 14:00:00,44.9,40.334,1.934,4.068,20.245,0.304,8.219,0.468,3.699,0.977,0.0,-0.022,0.442
2016-11-20 14:30:00,47.0,40.462,1.95,3.747,20.768,0.246,8.219,0.324,3.627,1.0,0.0,0.033,0.548
2016-11-20 15:00:00,45.0,40.989,1.967,4.066,21.361,0.262,8.217,0.212,3.545,0.999,0.0,0.043,0.317
2016-11-20 15:30:00,37.15,41.852,1.968,4.717,21.864,0.276,8.214,0.114,3.425,1.0,0.001,-0.042,0.315
2016-11-20 16:00:00,37.28,43.831,1.967,5.947,22.338,0.515,8.209,0.0,3.14,1.027,0.003,0.083,0.602
2016-11-20 16:30:00,65.0,45.421,1.968,6.885,22.527,0.791,8.215,0.0,2.588,0.972,0.003,0.097,1.375
2016-11-20 17:00:00,72.1,46.004,1.987,7.342,22.851,0.822,8.209,0.0,1.876,0.996,0.003,0.158,1.689
2016-11-20 17:30:00,91.47,45.672,2.036,7.144,23.254,0.815,8.216,0.0,1.498,0.964,0.003,0.046,1.602
2016-11-20 18:00:00,91.47,45.002,2.042,7.028,23.319,0.818,8.218,0.0,1.256,1.003,0.003,-0.149,1.37
2016-11-20 18:30:00,72.0,44.15,2.007,6.819,23.157,0.82,8.239,0.0,1.081,0.999,0.003,-0.198,1.129
2016-11-20 19:00:00,70.0,43.2,2.001,6.752,23.124,0.638,8.238,0.0,0.916,1.0,0.003,-0.105,0.539
2016-11-20 19:30:00,52.1,42.179,2.014,6.393,22.851,0.489,8.243,0.0,0.838,0.999,0.003,-0.04,0.363
2016-11-20 20:00:00,50.0,41.106,2.009,5.53,22.689,0.468,8.244,0.0,0.843,1.0,0.012,-0.118,0.429
2016-11-20 20:30:00,51.0,39.545,2.013,4.559,22.233,0.458,8.251,0.0,0.842,1.0,0.075,-0.242,0.356
2016-11-20 21:00:00,45.57,38.132,1.994,3.788,21.268,0.305,8.265,0.0,0.859,1.0,0.246,-0.051,0.458
2016-11-20 21:30:00,65.0,36.392,1.979,3.294,20.185,0.304,8.175,0.0,0.85,1.0,0.246,-0.01,0.369
2016-11-20 22:00:00,55.0,34.333,1.969,2.495,18.805,0.285,8.084,0.0,0.849,1.0,0.246,0.199,0.401
2016-11-20 22:30:00,39.31,32.524,1.972,2.178,17.203,0.28,8.108,0.0,0.966,1.0,0.246,0.291,0.28
2016-11-20 23:00:00,39.0,30.627,1.98,2.114,15.637,0.264,8.104,0.0,1.104,1.0,0.246,0.26,-0.082
2016-11-20 23:30:00,42.4,29.711,1.933,2.107,14.97,0.254,8.119,0.0,1.235,1.0,0.246,0.215,-0.368
2016-11-21 00:00:00,41.0,29.543,1.935,2.064,15.048,0.252,8.158,0.0,1.34,1.0,0.245,0.281,-0.78
2016-11-21 00:30:00,40.0,29.893,1.943,2.067,15.46,0.252,8.313,0.0,1.618,1.0,0.245,0.298,-1.303
2016-11-21 01:00:00,46.0,29.606,1.945,2.101,15.299,0.222,8.357,0.0,1.792,0.999,0.245,0.298,-1.652
2016-11-21 01:30:00,43.5,29.025,1.945,2.11,14.675,0.202,8.361,0.0,2.103,0.999,0.245,0.297,-1.912
2016-11-21 02:00:00,43.01,28.521,1.945,2.109,13.766,0.203,8.362,0.0,2.493,1.0,0.245,0.297,-1.899
2016-11-21 02:30:00,41.0,28.474,1.947,2.113,13.336,0.202,8.441,0.0,2.763,0.999,0.245,0.273,-1.845
2016-11-21 03:00:00,41.0,28.176,1.946,2.102,12.889,0.202,8.462,0.0,3.043,1.0,0.245,0.156,-1.869
2016-11-21 03:30:00,39.0,27.603,1.946,2.045,12.209,0.201,8.466,0.0,3.194,1.0,0.245,0.155,-1.858
2016-11-21 04:00:00,37.96,27.253,1.947,2.059,11.48,0.201,8.463,0.0,3.452,1.0,0.245,0.255,-1.849
2016-11-21 04:30:00,26.17,27.362,1.939,2.134,11.184,0.218,8.462,0.0,3.709,1.0,0.245,0.297,-1.826
2016-11-21 05:00:00,25.1,27.921,1.954,2.28,11.414,0.208,8.458,0.0,3.87,0.999,0.245,0.297,-1.804
2016-11-21 05:30:00,33.0,29.017,1.954,2.679,11.849,0.209,8.467,0.0,4.022,1.0,0.245,0.284,-1.692
2016-11-21 06:00:00,36.0,32.455,1.955,3.335,13.907,0.224,8.468,0.0,4.189,0.525,0.245,0.297,-0.69
2016-11-21 06:30:00,40.0,35.649,1.955,4.096,15.542,0.228,8.469,0.0,4.387,0.427,0.245,0.297,0.003
2016-11-21 07:00:00,43.66,40.039,1.955,4.796,18.11,0.317,8.463,0.0,4.539,0.966,0.245,0.297,0.351
2016-11-21 07:30:00,36.0,42.049,1.948,5.471,19.274,0.318,8.462,0.003,4.725,0.984,0.245,0.269,0.35
2016-11-21 08:00:00,43.0,43.172,1.95,6.078,19.732,0.319,8.462,0.043,4.842,1.003,0.245,0.149,0.349
2016-11-21 08:30:00,45.0,43.669,1.96,6.022,20.114,0.346,8.459,0.115,4.743,1.015,0.245,0.208,0.442
2016-11-21 09:00:00,44.8,44.718,1.962,5.744,21.055,0.439,8.465,0.202,4.916,1.002,0.245,0.252,0.436
2016-11-21 09:30:00,45.0,45.178,1.963,5.402,21.382,0.426,8.464,0.276,5.221,1.006,0.245,0.242,0.551
2016-11-21 10:00:00,45.0,45.337,1.94,5.529,21.339,0.406,8.473,0.296,5.412,1.023,0.245,0.255,0.419
2016-11-21 10:30:00,45.0,45.664,1.656,6.068,21.295,0.398,8.479,0.322,5.442,0.998,0.245,0.288,0.473
2016-11-21 11:00:00,43.69,45.982,1.32,6.811,21.313,0.338,8.48,0.323,5.236,1.004,0.245,0.297,0.615
2016-11-21 11:30:00,60.0,46.034,1.319,7.407,20.953,0.336,8.475,0.299,5.308,0.982,0.245,0.297,0.413
2016-11-21 12:00:00,60.0,46.341,1.317,7.193,20.874,0.34,8.46,0.302,5.497,1.006,0.245,0.297,0.81
2016-11-21 12:30:00,60.0,46.237,1.317,6.985,20.762,0.332,8.476,0.344,5.918,0.959,0.245,0.297,0.602
2016-11-21 13:00:00,56.0,46.214,1.317,6.87,20.516,0.215,8.482,0.495,6.304,0.974,0.245,0.297,0.499
2016-11-21 13:30:00,45.0,46.001,1.316,6.533,20.487,0.21,8.486,0.587,6.581,0.962,0.245,0.297,0.297
2016-11-21 14:00:00,42.0,45.722,1.318,6.283,20.179,0.21,8.48,0.541,6.826,0.967,0.245,0.297,0.376
2016-11-21 14:30:00,43.1,45.307,1.318,6.346,19.507,0.226,8.466,0.35,7.049,0.975,0.246,0.287,0.537
2016-11-21 15:00:00,40.6,45.299,1.319,6.298,19.305,0.563,8.466,0.243,7.271,0.976,0.246,0.287,0.325
2016-11-21 15:30:00,43.0,46.328,1.319,7.004,19.606,0.617,8.46,0.094,7.482,0.974,0.246,0.159,0.367
2016-11-21 16:00:00,43.0,47.91,1.319,7.84,19.805,0.732,8.38,0.0,7.569,1.0,0.246,-0.089,1.108
2016-11-21 16:30:00,70.2,49.224,1.319,7.905,20.909,0.71,8.256,0.0,7.731,1.004,0.255,-0.17,1.305
2016-11-21 17:00:00,148.2,49.539,1.319,7.836,21.081,0.897,8.25,0.0,7.817,0.993,0.437,-0.243,1.152
2016-11-21 17:30:00,133.0,49.223,1.319,7.406,20.993,0.831,8.253,0.0,7.963,0.982,0.748,-0.23,0.916
2016-11-21 18:00:00,115.0,49.224,1.318,6.91,21.109,0.79,8.25,0.0,8.122,1.008,0.748,-0.077,0.952
2016-11-21 18:30:00,80.0,48.481,1.32,6.196,21.163,0.644,8.261,0.0,8.221,0.975,0.748,-0.058,0.917
2016-11-21 19:00:00,60.0,47.281,1.32,5.937,20.354,0.426,8.35,0.0,8.256,0.982,0.748,-0.057,0.942
2016-11-21 19:30:00,58.25,45.953,1.32,5.071,19.743,0.346,8.496,0.0,8.394,0.983,0.747,-0.071,0.924
2016-11-21 20:00:00,52.8,44.569,1.318,4.175,19.096,0.321,8.553,0.0,8.586,0.982,0.747,-0.14,0.931
2016-11-21 20:30:00,42.0,42.69,1.318,3.161,17.754,0.319,8.553,0.0,8.96,1.0,0.747,-0.088,0.966
2016-11-21 21:00:00,38.0,40.84,1.319,2.71,16.067,0.234,8.554,0.0,9.066,1.003,0.747,0.117,1.023
2016-11-21 21:30:00,37.15,38.409,1.318,2.603,14.226,0.234,8.555,0.0,8.923,0.99,0.747,0.048,0.765
2016-11-21 22:00:00,36.0,36.29,1.316,2.622,12.484,0.232,8.556,0.0,8.826,0.988,0.747,0.177,0.342
2016-11-21 22:30:00,34.0,34.268,1.317,2.405,10.885,0.225,8.553,0.0,8.752,1.017,0.747,0.193,0.174
2016-11-21 23:00:00,30.0,32.138,1.319,2.159,10.114,0.173,8.563,0.0,8.6,0.988,0.326,0.293,-0.397
2016-11-21 23:30:00,38.0,30.78,1.318,1.782,10.134,0.168,8.566,0.0,8.684,0.99,0.296,0.297,-1.455
2016-11-22 00:00:00,37.0,30.506,1.318,1.93,9.941,0.167,8.548,0.0,8.647,1.033,0.299,0.297,-1.674
2016-11-22 00:30:00,38.0,30.961,1.318,2.103,10.199,0.17,8.548,0.0,8.636,1.02,0.298,0.297,-1.628
2016-11-22 01:00:00,38.0,30.662,1.318,2.121,10.006,0.137,8.548,0.0,8.649,1.002,0.298,0.297,-1.714
2016-11-22 01:30:00,38.93,30.018,1.309,2.119,9.603,0.125,8.545,0.0,8.565,1.017,0.298,0.297,-1.86
2016-11-22 02:00:00,37.0,29.428,1.316,2.118,9.486,0.121,8.547,0.0,8.578,0.579,0.298,0.297,-1.912
2016-11-22 02:30:00,37.0,29.173,1.317,1.961,9.295,0.121,8.542,0.0,8.696,0.535,0.298,0.295,-1.887
2016-11-22 03:00:00,36.4,28.771,1.318,1.831,9.009,0.121,8.547,0.0,8.726,0.541,0.344,0.204,-1.87
2016-11-22 03:30:00,35.8,28.316,1.319,1.819,8.556,0.119,8.552,0.0,8.777,0.502,0.349,0.196,-1.873
2016-11-22 04:00:00,35.7,28.052,1.319,1.82,8.659,0.119,8.543,0.0,8.783,0.195,0.251,0.214,-1.851
2016-11-22 04:30:00,27.0,28.037,1.317,1.833,8.717,0.116,8.552,0.0,8.714,0.163,0.248,0.218,-1.841
2016-11-22 05:00:00,27.0,28.684,1.319,2.182,8.879,0.116,8.551,0.0,8.585,0.315,0.248,0.293,-1.804
2016-11-22 05:30:00,36.4,29.856,1.297,2.387,9.871,0.117,8.486,0.0,8.476,0.308,0.248,0.297,-1.631
2016-11-22 06:00:00,36.4,33.204,1.279,2.681,12.698,0.135,8.36,0.0,8.551,0.327,-0.255,0.298,-0.87
2016-11-22 06:30:00,40.05,36.347,1.291,3.169,14.214,0.151,8.364,0.0,8.567,0.35,-0.291,0.298,0.234
2016-11-22 07:00:00,41.0,40.345,1.317,3.786,16.437,0.147,8.354,0.0,8.675,0.995,-0.368,0.281,0.721
2016-11-22 07:30:00,40.0,42.327,1.317,4.166,18.364,0.147,8.356,0.067,8.653,0.993,-0.373,0.201,0.436
2016-11-22 08:00:00,41.2,43.473,1.317,4.322,19.269,0.147,8.354,0.196,8.79,0.986,-0.373,0.14,0.325
2016-11-22 08:30:00,47.5,43.524,1.316,4.368,18.936,0.158,8.046,0.387,8.859,1.0,-0.373,0.078,0.694
2016-11-22 09:00:00,47.2,44.336,1.314,4.634,19.443,0.3,7.769,0.595,8.852,0.99,-0.398,0.02,0.654
2016-11-22 09:30:00,53.85,44.394,1.316,4.693,19.544,0.297,7.768,0.849,8.791,0.986,-0.4,-0.163,0.487
2016-11-22 10:00:00,54.0,44.493,1.318,4.441,19.696,0.299,7.77,1.09,8.778,0.994,-0.405,-0.089,0.375
2016-11-22 10:30:00,44.1,44.681,1.305,4.468,19.578,0.298,7.77,1.28,8.863,0.998,-0.405,-0.029,0.329
2016-11-22 11:00:00,44.1,44.806,1.312,4.848,18.97,0.249,7.764,1.32,8.878,1.016,-0.385,0.135,0.473
2016-11-22 11:30:00,43.6,44.934,1.316,5.065,18.957,0.227,7.766,1.31,8.681,1.021,-0.384,0.293,0.468
2016-11-22 12:00:00,43.6,45.142,1.314,5.05,19.435,0.227,7.765,1.38,8.459,1.008,-0.392,0.297,0.506
2016-11-22 12:30:00,48.1,45.259,1.313,5.079,19.879,0.227,7.777,1.38,8.262,1.014,-0.392,0.287,0.427
2016-11-22 13:00:00,47.0,45.009,1.317,4.943,20.098,0.188,7.777,1.23,8.075,1.015,-0.361,0.256,0.471
2016-11-22 13:30:00,49.05,44.843,1.315,4.877,20.134,0.193,7.777,1.11,7.962,1.015,-0.358,0.291,0.521
2016-11-22 14:00:00,48.54,44.79,1.304,5.233,19.795,0.221,7.772,0.862,7.779,1.025,0.002,0.286,0.505
2016-11-22 14:30:00,48.05,44.698,1.31,5.686,19.954,0.25,7.779,0.53,7.542,0.996,0.123,0.19,0.338
2016-11-22 15:00:00,48.05,44.673,1.307,6.027,20.454,0.383,7.777,0.3,7.412,0.577,-0.022,0.117,0.341
2016-11-22 15:30:00,41.8,45.899,1.248,6.572,21.45,0.424,7.776,0.116,7.326,0.525,0.075,0.022,0.365
2016-11-22 16:00:00,42.8,47.749,1.248,6.991,21.916,0.455,7.771,0.0,7.112,0.905,0.594,0.16,0.597
2016-11-22 16:30:00,51.41,49.711,1.247,7.417,22.675,0.616,7.77,0.0,7.036,0.911,0.747,0.216,1.076
2016-11-22 17:00:00,77.81,50.054,1.247,7.561,22.869,0.773,7.768,0.0,6.786,1.014,0.738,-0.02,1.318
2016-11-22 17:30:00,131.52,49.761,1.247,7.788,23.054,0.777,7.785,0.0,6.315,1.013,0.748,-0.28,1.314
2016-11-22 18:00:00,138.92,49.405,1.249,7.738,23.284,0.663,7.783,0.0,5.689,1.002,0.966,-0.337,1.343
2016-11-22 18:30:00,100.0,48.859,1.248,7.696,23.529,0.626,7.816,0.0,5.21,1.004,0.844,-0.231,1.079
2016-11-22 19:00:00,90.0,48.163,1.248,7.777,23.495,0.543,7.838,0.0,4.806,1.006,0.586,-0.173,0.999
2016-11-22 19:30:00,62.39,46.789,1.32,7.563,23.41,0.434,7.839,0.0,4.362,1.001,0.601,-0.329,0.572
2016-11-22 20:00:00,56.0,45.46,1.332,7.244,22.836,0.367,7.838,0.0,4.223,1.001,0.434,-0.202,0.387
2016-11-22 20:30:00,48.86,43.983,1.334,6.414,22.541,0.253,7.838,0.0,3.881,0.991,0.494,-0.298,0.535
2016-11-22 21:00:00,48.0,42.019,1.334,5.744,21.376,0.208,7.836,0.0,3.515,1.003,0.575,-0.145,0.573
2016-11-22 21:30:00,46.0,39.362,1.335,4.557,20.405,0.206,7.843,0.0,3.062,1.015,0.742,-0.186,0.383
2016-11-22 22:00:00,46.9,37.29,1.334,3.759,19.988,0.192,7.839,0.0,2.766,1.016,0.031,-0.1,0.465
2016-11-22 22:30:00,40.25,34.998,1.335,2.873,19.128,0.185,7.843,0.0,2.432,1.01,-0.048,-0.006,0.246
2016-11-22 23:00:00,40.0,32.8,1.335,2.151,17.294,0.148,7.842,0.0,2.289,0.997,0.973,0.186,-0.415
2016-11-22 23:30:00,39.0,31.265,1.334,1.938,16.551,0.141,7.841,0.0,2.12,1.013,0.997,0.26,-0.93
2016-11-23 00:00:00,38.0,31.108,1.333,1.972,16.809,0.139,7.884,0.0,1.937,1.018,0.996,0.293,-1.273
2016-11-23 00:30:00,40.0,31.394,1.332,1.979,17.269,0.121,7.939,0.0,1.829,1.02,0.996,0.296,-1.387
2016-11-23 01:00:00,40.0,31.149,1.333,1.837,17.106,0.118,7.926,0.0,1.739,1.016,0.996,0.296,-1.218
2016-11-23 01:30:00,40.17,30.587,1.332,1.671,17.3,0.116,7.922,0.0,1.576,1.031,0.996,0.296,-1.653
2016-11-23 02:00:00,37.8,30.03,1.333,1.672,17.142,0.116,7.879,0.0,1.446,1.033,0.996,0.296,-1.883
2016-11-23 02:30:00,37.75,29.931,1.335,1.672,17.265,0.116,7.74,0.0,1.369,1.018,0.996,0.296,-1.876
2016-11-23 03:00:00,37.0,29.469,1.335,1.672,16.879,0.116,7.75,0.0,1.292,1.002,0.996,0.296,-1.869
2016-11-23 03:30:00,36.15,29.092,1.334,1.672,16.462,0.115,7.819,0.0,1.263,0.996,0.997,0.292,-1.858
2016-11-23 04:00:00,35.5,28.84,1.334,1.75,16.311,0.115,7.81,0.0,1.14,1.006,0.996,0.217,-1.839
2016-11-23 04:30:00,35.5,28.871,1.334,1.922,16.281,0.116,7.821,0.0,1.041,0.98,0.996,0.216,-1.836
2016-11-23 05:00:00,35.5,29.275,1.334,2.381,16.487,0.132,7.849,0.0,1.068,0.736,0.823,0.281,-1.816
2016-11-23 05:30:00,38.12,30.64,1.334,3.126,16.631,0.133,7.968,0.0,1.139,0.716,0.861,0.297,-1.565
2016-11-23 06:00:00,37.0,34.001,1.334,4.419,18.866,0.147,7.982,0.0,1.118,1.031,-0.786,0.297,-0.407
2016-11-23 06:30:00,53.0,37.695,1.335,6.209,20.102,0.179,7.985,0.0,1.14,1.021,-0.935,0.297,0.362
2016-11-23 07:00:00,55.0,41.686,1.334,7.461,21.822,0.305,7.985,0.0,1.183,1.012,-0.45,0.293,0.741
2016-11-23 07:30:00,50.0,43.549,1.333,8.314,22.534,0.588,7.984,0.006,1.181,1.03,-0.466,0.228,0.817
2016-11-23 08:00:00,55.81,44.144,1.333,8.683,22.484,0.428,7.983,0.122,1.193,0.985,0.298,0.245,0.39
2016-11-23 08:30:00,55.4,44.15,1.333,8.639,22.405,0.351,7.977,0.307,1.263,0.962,0.334,0.265,0.314
2016-11-23 09:00:00,52.8,44.846,1.335,8.616,22.709,0.375,7.974,0.524,1.27,1.012,0.488,0.147,0.396
2016-11-23 09:30:00,59.0,45.234,1.334,8.65,22.754,0.389,7.974,0.796,1.292,1.006,0.499,0.116,0.424
2016-11-23 10:00:00,59.0,45.341,1.334,8.714,22.647,0.397,8.035,1.12,1.354,1.001,0.4,0.004,0.323
2016-11-23 10:30:00,54.6,45.382,1.334,8.51,22.622,0.372,8.057,1.39,1.388,1.0,0.394,-0.018,0.33
2016-11-23 11:00:00,54.27,45.295,1.333,8.449,22.382,0.272,8.065,1.5,1.387,1.0,0.496,-0.047,0.458
2016-11-23 11:30:00,53.7,45.199,1.334,8.443,22.072,0.367,8.077,1.6,1.535,1.0,0.499,-0.048,0.32
2016-11-23 12:00:00,53.75,45.152,1.335,8.375,22.036,0.324,8.089,1.57,1.616,1.0,0.499,-0.02,0.328
2016-11-23 12:30:00,50.9,45.03,1.333,8.098,22.095,0.321,8.106,1.52,1.738,0.999,0.498,-0.018,0.34
2016-11-23 13:00:00,50.4,44.854,1.333,7.902,22.08,0.194,8.158,1.48,1.988,0.999,0.493,-0.047,0.274
2016-11-23 13:30:00,50.5,44.562,1.333,7.654,21.963,0.194,8.21,1.25,2.094,1.0,0.498,0.052,0.314
2016-11-23 14:00:00,47.88,44.344,1.334,7.616,22.007,0.194,8.239,0.923,2.296,0.749,0.498,0.058,0.43
2016-11-23 14:30:00,50.35,44.055,1.332,7.474,21.883,0.203,8.249,0.644,2.49,0.73,0.501,0.154,0.395
2016-11-23 15:00:00,47.52,44.076,1.333,7.282,21.408,0.382,8.249,0.357,2.737,0.997,0.715,0.272,0.344
2016-11-23 15:30:00,51.32,45.179,1.334,7.869,21.813,0.454,8.251,0.148,2.915,0.999,0.722,0.287,0.387
2016-11-23 16:00:00,51.62,46.836,1.34,8.171,22.704,0.539,8.246,0.0,3.132,0.982,0.996,0.297,0.426
2016-11-23 16:30:00,65.0,48.684,1.404,8.207,23.031,0.737,8.225,0.0,3.418,0.994,0.998,0.177,1.395
2016-11-23 17:00:00,90.0,48.818,1.398,8.314,23.254,0.795,8.227,0.0,3.621,0.967,0.998,-0.031,1.121
2016-11-23 17:30:00,240.0,48.448,1.334,7.895,23.261,0.749,8.227,0.0,3.754,0.968,0.998,-0.132,1.198
2016-11-23 18:00:00,230.89,48.246,1.333,7.768,23.337,0.685,8.218,0.0,3.847,1.013,0.999,-0.295,1.214
2016-11-23 18:30:00,99.45,47.969,1.334,8.13,23.447,0.553,8.217,0.0,3.953,0.997,0.999,-0.296,0.584
2016-11-23 19:00:00,81.0,47.138,1.333,8.011,23.135,0.404,8.219,0.0,4.029,0.994,0.998,-0.367,0.382
2016-11-23 19:30:00,72.0,46.14,1.334,7.591,22.471,0.32,8.218,0.0,4.053,1.002,0.997,-0.357,0.511
2016-11-23 20:00:00,60.0,44.837,1.335,6.741,22.068,0.301,8.232,0.0,3.993,1.003,0.989,-0.454,0.629
2016-11-23 20:30:00,45.28,42.976,1.335,5.92,21.139,0.298,8.235,0.0,3.955,0.991,0.959,-0.454,0.598
2016-11-23 21:00:00,44.6,40.732,1.335,5.265,20.533,0.191,8.235,0.0,3.934,0.987,0.083,-0.435,0.604
2016-11-23 21:30:00,45.63,38.652,1.334,4.591,19.371,0.186,8.237,0.0,3.898,0.979,0.055,-0.44,0.441
2016-11-23 22:00:00,41.0,36.215,1.332,3.471,18.091,0.197,8.241,0.0,3.897,0.979,-0.003,-0.383,0.393
2016-11-23 22:30:00,37.0,33.954,1.334,3.049,16.382,0.188,8.242,0.0,3.866,1.014,-0.036,-0.23,0.145
2016-11-23 23:00:00,37.61,32.031,1.334,2.397,14.187,0.134,8.242,0.0,3.961,1.002,0.981,0.032,-0.239
2016-11-23 23:30:00,40.94,30.51,1.332,2.159,12.854,0.133,8.245,0.0,4.055,0.977,0.997,0.136,-0.378
2016-11-24 00:00:00,39.94,30.254,1.329,2.17,13.345,0.133,8.252,0.0,4.038,0.985,0.997,0.258,-1.253
2016-11-24 00:30:00,40.13,30.614,1.33,2.183,14.084,0.132,8.255,0.0,3.963,1.012,0.997,0.297,-1.639
2016-11-24 01:00:00,41.2,30.275,1.331,2.183,13.803,0.095,8.263,0.0,3.955,0.989,0.997,0.297,-1.638
2016-11-24 01:30:00,40.0,29.559,1.33,2.173,13.178,0.093,8.258,0.0,3.968,0.989,0.997,0.297,-1.724
2016-11-24 02:00:00,39.8,29.071,1.331,2.131,12.907,0.092,8.255,0.0,3.931,1.01,0.997,0.297,-1.88
2016-11-24 02:30:00,38.44,28.845,1.332,2.126,12.657,0.09,8.258,0.0,3.949,1.007,0.997,0.297,-1.868
2016-11-24 03:00:00,38.4,28.482,1.334,2.129,12.335,0.09,8.257,0.0,3.89,1.007,0.997,0.297,-1.854
